Product_Name,Category,Profit_Per_Unit,Sales_Last_30_Days,Season_Used,Width_cm,Height_cm,Manufacturing_Date,Expiry_Date
Bru Soft Drink 300g,Beverages,27.84,225,Spring,7.1,15.1,17-08-2024,23-03-2025
Patanjali Body Lotion 250g,Personal Care,37.11,939,Autumn,16.5,3.3,08-07-2024,05-05-2025
Patanjali Body Lotion 500g,Personal Care,18.27,795,Monsoon,7.9,14.7,14-06-2024,02-03-2025
Britannia Biscuits 150g,Snacks,21.74,154,Winter,5.2,11.8,29-09-2024,18-04-2025
Britannia Cookies 450g,Snacks,5.37,526,Autumn,3.5,14.1,29-12-2024,17-11-2025
Bru Soft Drink 200g,Beverages,9.71,20,Spring,4.3,20.1,16-03-2025,19-10-2025
Lizol Toilet Cleaner 50g,Household,44.4,525,Autumn,5.5,19.3,26-02-2025,14-09-2025
Patanjali Toothpaste 450g,Personal Care,21.34,743,Summer,19.5,18.6,28-07-2024,04-11-2024
Vim Dishwash Liquid 350g,Household,8.68,194,Winter,3.8,1.3,24-09-2024,20-01-2025
ITC Namkeen 500g,Snacks,12.19,337,Spring,6.5,2.8,15-12-2024,20-07-2025
Himalaya Toothpaste 250g,Personal Care,17.05,844,Autumn,7.4,25.1,05-02-2025,21-08-2025
Parle Chocolate 50g,Snacks,17.7,439,Autumn,6.8,16.3,10-11-2024,04-11-2025
Dove Face Wash 50g,Personal Care,22.12,318,Summer,8.2,27.6,10-03-2025,24-09-2025
Lizol Dishwash Liquid 300g,Household,38.48,19,Winter,14.5,27.1,26-02-2025,21-11-2025
Mother Dairy Yogurt 200g,Dairy,17.41,153,Autumn,15.5,12,04-07-2024,17-12-2024
Vim Air Freshener 450g,Household,15.93,742,Winter,2.4,13,07-08-2024,06-11-2024
Surf Excel Toilet Cleaner 400g,Household,15.23,331,Summer,8.6,1,26-08-2024,14-08-2025
Paperboat Tea 100g,Beverages,31.36,640,Monsoon,13.4,11.4,23-08-2024,08-01-2025
Haldiram's Cookies 350g,Snacks,5.37,910,Autumn,9.6,28.8,11-07-2024,11-11-2024
Lizol Air Freshener 50g,Household,8.69,125,Monsoon,4.2,13.9,02-04-2025,28-07-2025
Haldiram's Chips 200g,Snacks,44.79,732,Autumn,12.9,21.5,30-03-2025,30-01-2026
Colgate Face Wash 500g,Personal Care,38.75,538,Spring,12.9,18.2,23-12-2024,28-11-2025
Vim Air Freshener 500g,Household,5.85,186,Monsoon,12.5,18.2,04-03-2025,10-12-2025
Vim Air Freshener 100g,Household,43.54,992,Winter,13.5,14.3,29-09-2024,25-05-2025
Bru Tea 200g,Beverages,36.91,181,Summer,3.3,19.1,12-08-2024,04-02-2025
Parle Chips 100g,Snacks,40.88,733,Autumn,5.1,25.3,03-09-2024,07-05-2025
Tata Tea Coffee 300g,Beverages,18.19,457,Winter,9.4,10,09-10-2024,31-01-2025
Vim Floor Cleaner 500g,Household,47.38,126,Autumn,19.9,6.8,03-02-2025,09-06-2025
Bru Soft Drink 150g,Beverages,32.88,935,Summer,15,21.4,09-11-2024,28-10-2025
Bru Coffee 400g,Beverages,46.43,823,Summer,16.4,5.1,11-02-2025,15-08-2025
Paperboat Juice 350g,Beverages,12.95,315,Summer,11,9.1,07-06-2024,06-01-2025
Tata Tea Energy Drink 150g,Beverages,30.17,469,Spring,5.9,14,30-10-2024,23-02-2025
Dove Face Wash 500g,Personal Care,36.73,667,Summer,14.3,16.9,02-08-2024,01-05-2025
Vim Air Freshener 250g,Household,21.05,574,Summer,6.6,16.7,09-04-2025,27-10-2025
Parle Cookies 300g,Snacks,32.12,499,Summer,4.3,26.6,20-01-2025,10-06-2025
Colgate Body Lotion 300g,Personal Care,24.93,597,Winter,14.4,14.3,06-01-2025,15-12-2025
Vim Dishwash Liquid 300g,Household,44.72,357,Winter,9.8,24.2,16-09-2024,27-04-2025
Amul Cheese 250g,Dairy,16.18,94,Winter,3.5,6.5,08-10-2024,29-08-2025
Bru Energy Drink 500g,Beverages,31.01,522,Spring,3.5,28.5,18-06-2024,08-11-2024
Vim Floor Cleaner 400g,Household,36.78,186,Winter,2.1,17.3,28-10-2024,02-10-2025
Mother Dairy Butter 450g,Dairy,23.01,444,Monsoon,10.3,20.8,22-09-2024,22-04-2025
Amul Paneer 100g,Dairy,20.91,485,Spring,19.4,11.3,03-06-2024,03-09-2024
Mother Dairy Butter 100g,Dairy,48.1,500,Spring,18.7,10.4,29-11-2024,20-08-2025
Tata Tea Juice 300g,Beverages,45.2,104,Winter,16.8,19.1,13-11-2024,18-03-2025
Paperboat Coffee 200g,Beverages,8.08,51,Monsoon,18.2,8.2,01-04-2025,15-11-2025
Dove Body Lotion 400g,Personal Care,7.99,22,Summer,18.5,6,12-12-2024,27-06-2025
Red Bull Tea 200g,Beverages,7.69,209,Autumn,15.7,12,11-04-2025,05-01-2026
Britannia Namkeen 400g,Snacks,11.67,964,Summer,17.5,15.8,28-08-2024,04-12-2024
Britannia Namkeen 250g,Snacks,35.06,346,Autumn,8.1,20.4,27-10-2024,28-03-2025
ITC Chips 500g,Snacks,38.32,226,Monsoon,3.9,1.2,17-02-2025,08-01-2026
Colgate Shampoo 250g,Personal Care,23.71,728,Winter,16.8,7.5,05-01-2025,07-06-2025
Parle Chips 300g,Snacks,5.91,685,Monsoon,16.4,28.6,05-09-2024,17-08-2025
Harpic Detergent Powder 300g,Household,25.01,876,Autumn,15.4,7.3,02-04-2025,14-02-2026
Red Bull Juice 400g,Beverages,22.23,446,Summer,10.7,7.9,31-07-2024,01-05-2025
Harpic Detergent Powder 100g,Household,48.8,690,Autumn,16.5,8,16-07-2024,10-03-2025
ITC Biscuits 100g,Snacks,44.38,357,Summer,13,6.7,12-02-2025,24-07-2025
Parle Namkeen 500g,Snacks,27.71,315,Spring,8,27.6,16-02-2025,18-05-2025
Vim Toilet Cleaner 150g,Household,37.96,366,Winter,9.2,21.6,30-01-2025,27-08-2025
Haldiram's Namkeen 50g,Snacks,23.71,17,Winter,5.9,14.7,02-06-2024,01-06-2025
Dove Shampoo 450g,Personal Care,44.12,183,Spring,17.6,19.1,27-12-2024,11-04-2025
Haldiram's Namkeen 400g,Snacks,48.9,178,Summer,14,12.7,02-07-2024,09-03-2025
Britannia Namkeen 100g,Snacks,16.17,643,Autumn,2.5,6.2,11-06-2024,20-01-2025
Red Bull Juice 50g,Beverages,47.91,852,Monsoon,4.4,24.4,19-06-2024,03-12-2024
Lizol Dishwash Liquid 100g,Household,14.4,30,Spring,14.2,16.6,12-12-2024,22-04-2025
Mother Dairy Cheese 150g,Dairy,48.4,454,Winter,3.6,24.2,19-01-2025,16-01-2026
Britannia Chips 400g,Snacks,17.88,731,Autumn,11.7,7.1,11-12-2024,16-07-2025
Tata Tea Coffee 200g,Beverages,15.03,94,Monsoon,19.1,23,21-02-2025,30-05-2025
Haldiram's Biscuits 150g,Snacks,27.14,208,Monsoon,3.2,5.4,06-07-2024,27-01-2025
Bru Tea 250g,Beverages,32.58,81,Monsoon,10.8,23.2,14-02-2025,12-02-2026
Harpic Detergent Powder 150g,Household,14.11,307,Summer,13.5,3.9,14-06-2024,17-09-2024
Amul Milk 400g,Dairy,39.15,312,Autumn,17.3,17.6,31-01-2025,04-08-2025
Amul Milk 450g,Dairy,24.1,894,Autumn,9.9,2.1,05-01-2025,19-04-2025
Surf Excel Dishwash Liquid 200g,Household,39.5,213,Summer,6.8,16,13-07-2024,20-12-2024
Colgate Face Wash 50g,Personal Care,47.19,921,Summer,9.9,12.8,25-09-2024,29-08-2025
Lizol Toilet Cleaner 400g,Household,30.98,284,Spring,2.8,19.5,12-05-2024,21-12-2024
Himalaya Face Wash 100g,Personal Care,30.77,335,Summer,8.5,16.3,17-09-2024,11-04-2025
Red Bull Coffee 300g,Beverages,34.12,61,Winter,12,19.9,25-06-2024,07-01-2025
ITC Chips 450g,Snacks,36.1,983,Winter,14.8,14.2,12-12-2024,16-07-2025
Dove Toothpaste 250g,Personal Care,8.17,400,Autumn,4.9,2.5,17-07-2024,18-03-2025
Surf Excel Toilet Cleaner 150g,Household,17.14,185,Winter,3.7,2.5,27-02-2025,16-07-2025
Lizol Floor Cleaner 150g,Household,19.67,354,Winter,9.8,22.2,25-08-2024,03-05-2025
Bru Juice 250g,Beverages,35.75,430,Summer,18.1,26.5,16-07-2024,28-05-2025
Haldiram's Chips 250g,Snacks,43.09,110,Autumn,13.7,11.8,29-01-2025,10-12-2025
Amul Butter 450g,Dairy,24.23,865,Summer,14.3,27.7,19-11-2024,04-11-2025
Lizol Dishwash Liquid 250g,Household,7.16,778,Autumn,11.4,13.1,03-07-2024,21-06-2025
Dove Body Lotion 500g,Personal Care,5.63,559,Summer,10.6,15.8,19-09-2024,10-09-2025
Mother Dairy Yogurt 50g,Dairy,43.79,311,Winter,2.2,14.8,10-10-2024,22-07-2025
ITC Chips 250g,Snacks,42.97,727,Winter,20,2.5,05-03-2025,27-07-2025
Mother Dairy Milk 150g,Dairy,49,72,Spring,17.6,1.2,10-02-2025,12-08-2025
Patanjali Shampoo 150g,Personal Care,23.53,212,Monsoon,15.8,28,24-06-2024,07-01-2025
Surf Excel Dishwash Liquid 100g,Household,17.59,67,Summer,14.2,26.2,12-01-2025,31-05-2025
Colgate Soap 450g,Personal Care,48.32,105,Autumn,5.4,22.8,01-12-2024,13-08-2025
Dove Body Lotion 50g,Personal Care,45.68,45,Monsoon,15.9,24.4,09-11-2024,28-02-2025
Surf Excel Toilet Cleaner 300g,Household,12.41,674,Spring,15.7,5.7,25-02-2025,07-09-2025
Parle Chips 150g,Snacks,7.15,375,Summer,7.4,1.4,31-12-2024,01-06-2025
Red Bull Juice 200g,Beverages,39.52,153,Summer,9.3,27.8,30-05-2024,10-05-2025
ITC Cookies 150g,Snacks,18.28,646,Winter,10.2,13.8,23-09-2024,06-04-2025
Vim Detergent Powder 50g,Household,41.79,993,Spring,19.4,29.1,03-11-2024,21-10-2025
Red Bull Tea 150g,Beverages,47.71,839,Autumn,5.9,9.2,11-09-2024,20-02-2025
Dove Toothpaste 500g,Personal Care,37.74,791,Autumn,11.8,27.1,27-11-2024,22-09-2025
Mother Dairy Yogurt 250g,Dairy,21.48,392,Winter,10.2,24.3,19-07-2024,05-01-2025
Lizol Dishwash Liquid 400g,Household,37.36,430,Winter,15,29.2,05-06-2024,09-05-2025
Dove Body Lotion 450g,Personal Care,11.83,578,Monsoon,10.4,29.6,24-10-2024,24-01-2025
Paperboat Energy Drink 100g,Beverages,5.87,768,Autumn,4.7,6.5,09-02-2025,17-05-2025
Mother Dairy Milk 350g,Dairy,42.73,361,Winter,8.6,17.7,15-10-2024,07-06-2025
Haldiram's Chips 400g,Snacks,21.86,265,Autumn,2.8,28.5,06-01-2025,01-06-2025
Tata Tea Tea 300g,Beverages,35.21,506,Autumn,9.5,10.7,10-04-2025,12-12-2025
Dove Shampoo 200g,Personal Care,14.18,105,Winter,3.5,24.4,05-03-2025,16-12-2025
Vim Toilet Cleaner 400g,Household,31.15,651,Summer,10,10.8,25-05-2024,11-09-2024
Red Bull Energy Drink 250g,Beverages,49.33,486,Autumn,14.8,9.1,24-01-2025,26-11-2025
Bru Coffee 200g,Beverages,48.93,560,Spring,3.2,2.7,28-06-2024,29-03-2025
Harpic Floor Cleaner 150g,Household,38.84,597,Autumn,18.8,5.1,01-08-2024,04-02-2025
Britannia Cookies 250g,Snacks,28.49,664,Autumn,16.8,22.3,16-07-2024,02-05-2025
Himalaya Toothpaste 300g,Personal Care,48.31,922,Spring,4,20.2,12-10-2024,22-07-2025
Red Bull Energy Drink 200g,Beverages,21.82,95,Autumn,17.7,26.3,12-11-2024,24-04-2025
Paperboat Tea 200g,Beverages,24.5,570,Summer,5.1,5,28-01-2025,21-10-2025
Paperboat Soft Drink 250g,Beverages,27.77,35,Spring,2.3,3,22-02-2025,23-12-2025
Haldiram's Namkeen 200g,Snacks,47.94,643,Monsoon,6.6,28.9,11-05-2024,05-09-2024
Mother Dairy Butter 350g,Dairy,19.72,725,Spring,17.2,17,30-05-2024,26-11-2024
Himalaya Shampoo 450g,Personal Care,33.23,706,Summer,2.6,1.4,07-02-2025,02-12-2025
ITC Namkeen 200g,Snacks,17.78,360,Spring,6.3,10.7,25-11-2024,12-03-2025
Vim Dishwash Liquid 150g,Household,8.22,558,Winter,9.3,28.8,21-01-2025,28-11-2025
Red Bull Soft Drink 350g,Beverages,43.32,104,Autumn,4.8,18.8,10-08-2024,18-11-2024
Vim Detergent Powder 350g,Household,49.08,667,Monsoon,19.7,27.9,04-02-2025,22-05-2025
Bru Coffee 450g,Beverages,30.51,522,Autumn,11.9,20.1,04-10-2024,20-01-2025
Dove Body Lotion 200g,Personal Care,14.43,836,Autumn,6.2,8.3,11-09-2024,08-07-2025
Red Bull Soft Drink 100g,Beverages,46.56,413,Spring,18.8,22.9,11-12-2024,26-11-2025
Mother Dairy Milk 300g,Dairy,23.44,477,Autumn,6.8,18.3,08-07-2024,22-11-2024
Surf Excel Air Freshener 50g,Household,33.51,333,Spring,6.2,29.1,17-01-2025,29-06-2025
Patanjali Soap 150g,Personal Care,23.73,708,Summer,8,13.1,04-11-2024,14-02-2025
Harpic Floor Cleaner 300g,Household,37.99,957,Monsoon,15.8,8.4,27-03-2025,12-07-2025
Dove Soap 50g,Personal Care,28.44,551,Summer,4.5,4.1,12-05-2024,12-01-2025
Patanjali Soap 350g,Personal Care,36.26,703,Summer,3.8,12.1,20-02-2025,12-12-2025
Parle Biscuits 200g,Snacks,13,313,Summer,18.9,19,11-07-2024,02-05-2025
Himalaya Body Lotion 100g,Personal Care,11.48,960,Winter,10.6,12.9,29-10-2024,22-09-2025
Lizol Detergent Powder 200g,Household,48.18,318,Spring,10,25.1,08-08-2024,11-02-2025
Red Bull Coffee 50g,Beverages,18.33,180,Summer,8.5,6.9,10-06-2024,20-02-2025
Bru Tea 400g,Beverages,17.42,602,Winter,12.6,1.1,01-11-2024,16-06-2025
Himalaya Face Wash 50g,Personal Care,13.35,107,Monsoon,11.5,3.6,23-05-2024,21-08-2024
Red Bull Soft Drink 500g,Beverages,25.35,200,Autumn,9.3,26.7,08-09-2024,22-03-2025
Paperboat Soft Drink 400g,Beverages,33.88,850,Monsoon,15.8,15.5,11-01-2025,02-08-2025
Dove Soap 250g,Personal Care,40.02,288,Autumn,16.3,23.3,02-04-2025,24-11-2025
Dove Toothpaste 150g,Personal Care,5.52,904,Monsoon,3.5,3.4,13-09-2024,13-05-2025
Britannia Chips 350g,Snacks,16.11,39,Autumn,12.2,11.7,12-08-2024,19-04-2025
Dove Shampoo 400g,Personal Care,22.49,220,Autumn,13.9,28.3,10-03-2025,19-02-2026
Red Bull Soft Drink 200g,Beverages,11.01,844,Summer,17.4,4.1,06-09-2024,17-05-2025
Himalaya Body Lotion 350g,Personal Care,39.86,483,Winter,8.5,12.8,05-11-2024,17-02-2025
Mother Dairy Cheese 500g,Dairy,16.32,991,Winter,16.4,13.2,04-01-2025,25-11-2025
Haldiram's Namkeen 100g,Snacks,16.07,998,Autumn,5.8,13,04-04-2025,06-01-2026
Lizol Dishwash Liquid 200g,Household,14.45,402,Monsoon,12.8,24.1,02-10-2024,26-06-2025
Bru Energy Drink 400g,Beverages,34.9,904,Spring,13.4,5,26-03-2025,04-12-2025
Amul Yogurt 300g,Dairy,25.8,396,Autumn,13.3,26.5,13-01-2025,18-07-2025
Colgate Toothpaste 200g,Personal Care,31.18,189,Summer,12.4,21.5,31-03-2025,12-08-2025
Lizol Toilet Cleaner 250g,Household,40.23,636,Autumn,8.4,11.7,04-08-2024,24-07-2025
Vim Air Freshener 50g,Household,20.54,670,Autumn,2.7,18.2,21-02-2025,25-10-2025
Surf Excel Dishwash Liquid 150g,Household,41.43,340,Spring,4.4,6.8,04-12-2024,26-08-2025
Patanjali Toothpaste 50g,Personal Care,22.96,86,Summer,10.1,17.9,18-06-2024,28-09-2024
Harpic Air Freshener 350g,Household,39.59,494,Monsoon,19.7,18.8,20-08-2024,21-03-2025
Red Bull Juice 250g,Beverages,19.55,293,Winter,18.4,29.1,17-08-2024,26-03-2025
Bru Energy Drink 200g,Beverages,38.26,275,Winter,5.3,24.9,05-11-2024,05-05-2025
Dove Shampoo 100g,Personal Care,25.94,869,Monsoon,8.7,5.9,14-06-2024,15-02-2025
Dove Soap 350g,Personal Care,13.38,870,Summer,19.5,5.3,26-01-2025,13-01-2026
Bru Tea 450g,Beverages,11.14,63,Monsoon,17.7,8,25-06-2024,11-06-2025
Amul Milk 50g,Dairy,29.38,628,Autumn,19.2,20.4,28-08-2024,16-01-2025
Colgate Soap 400g,Personal Care,10.74,12,Spring,13.3,22.2,14-09-2024,28-02-2025
Parle Namkeen 350g,Snacks,31.62,786,Winter,10.8,24,14-09-2024,28-05-2025
Mother Dairy Yogurt 100g,Dairy,13.19,407,Spring,17.4,29.6,21-11-2024,16-03-2025
Britannia Chips 200g,Snacks,5.59,157,Spring,4.2,18,22-02-2025,27-06-2025
Patanjali Shampoo 500g,Personal Care,38.79,249,Winter,17.2,17.7,04-11-2024,22-05-2025
Red Bull Coffee 100g,Beverages,25.11,683,Monsoon,10.1,22.8,28-09-2024,17-09-2025
Parle Biscuits 500g,Snacks,27.91,30,Monsoon,12.4,29.6,05-01-2025,07-05-2025
Himalaya Toothpaste 150g,Personal Care,5.78,189,Winter,13,5.4,14-07-2024,05-07-2025
Tata Tea Juice 500g,Beverages,11.97,198,Monsoon,3.7,8.1,23-08-2024,05-01-2025
ITC Chips 400g,Snacks,18.48,801,Summer,7.3,9.4,31-12-2024,14-10-2025
Britannia Cookies 100g,Snacks,33.63,683,Summer,13.1,21.8,21-08-2024,23-01-2025
Himalaya Soap 250g,Personal Care,20.24,534,Monsoon,8.9,6.6,01-03-2025,10-06-2025
Himalaya Body Lotion 150g,Personal Care,19.67,230,Winter,18.6,10,28-12-2024,11-10-2025
Himalaya Soap 150g,Personal Care,37.98,440,Spring,18.2,3.5,26-12-2024,19-06-2025
ITC Namkeen 100g,Snacks,29.75,663,Autumn,15,6.3,13-02-2025,12-10-2025
Red Bull Coffee 200g,Beverages,29.19,907,Spring,16.9,1.5,06-07-2024,05-12-2024
Dove Face Wash 150g,Personal Care,12.22,871,Monsoon,5.5,2.9,03-08-2024,18-01-2025
Patanjali Toothpaste 350g,Personal Care,31.18,568,Autumn,10.6,2.7,08-08-2024,24-07-2025
Amul Paneer 200g,Dairy,7.97,414,Spring,8.8,24,10-12-2024,25-09-2025
Patanjali Face Wash 150g,Personal Care,18.69,957,Spring,8.8,24.8,06-12-2024,31-05-2025
Mother Dairy Cheese 350g,Dairy,30.44,637,Monsoon,17.7,13.6,17-10-2024,15-02-2025
Mother Dairy Cheese 50g,Dairy,22.21,412,Monsoon,17.9,6.1,15-07-2024,03-05-2025
Harpic Toilet Cleaner 350g,Household,44.59,416,Winter,14.1,16.6,01-11-2024,17-05-2025
ITC Chips 100g,Snacks,5.92,62,Winter,4.8,2.8,07-09-2024,03-06-2025
Britannia Chocolate 300g,Snacks,34.48,237,Winter,14.8,8.9,27-02-2025,13-02-2026
Colgate Body Lotion 400g,Personal Care,8.22,585,Summer,2.5,21.5,24-10-2024,16-10-2025
Paperboat Coffee 400g,Beverages,30.68,988,Summer,19.3,6.4,11-07-2024,05-04-2025
Patanjali Body Lotion 200g,Personal Care,24.56,750,Autumn,4.9,6,29-03-2025,18-02-2026
Parle Biscuits 100g,Snacks,30.93,228,Spring,12.2,3.3,27-05-2024,22-02-2025
Surf Excel Floor Cleaner 500g,Household,34.36,179,Monsoon,12.8,1.8,19-08-2024,07-08-2025
Harpic Air Freshener 200g,Household,12.84,281,Spring,10,22.2,23-08-2024,31-01-2025
Haldiram's Cookies 150g,Snacks,15.86,892,Monsoon,7.1,3.4,13-06-2024,07-03-2025
Himalaya Toothpaste 450g,Personal Care,39.41,72,Spring,4.6,8.9,14-05-2024,24-02-2025
Lizol Floor Cleaner 250g,Household,46.56,802,Winter,5.4,21.6,24-02-2025,22-10-2025
Paperboat Soft Drink 150g,Beverages,22.85,582,Winter,11.2,8.6,02-04-2025,26-10-2025
Colgate Body Lotion 50g,Personal Care,25.44,748,Spring,18.9,14.8,25-09-2024,30-07-2025
Harpic Air Freshener 150g,Household,31.2,855,Spring,11.1,28,06-02-2025,18-08-2025
Patanjali Shampoo 100g,Personal Care,28.71,558,Summer,8.6,26.8,11-11-2024,03-05-2025
Patanjali Soap 500g,Personal Care,35.19,480,Winter,17.5,24.4,16-09-2024,07-06-2025
Red Bull Energy Drink 150g,Beverages,43.54,352,Autumn,4.8,21.7,24-10-2024,13-06-2025
Surf Excel Air Freshener 300g,Household,28.45,591,Spring,12.8,5.8,23-10-2024,13-09-2025
Bru Soft Drink 100g,Beverages,36.76,82,Monsoon,18.3,1.6,21-01-2025,30-07-2025
Colgate Face Wash 450g,Personal Care,40.68,942,Monsoon,9.1,26,04-01-2025,13-09-2025
Patanjali Face Wash 200g,Personal Care,36.71,927,Summer,17.1,5.9,29-11-2024,21-11-2025
ITC Namkeen 450g,Snacks,16.66,752,Winter,5,27.1,22-01-2025,08-01-2026
Himalaya Shampoo 400g,Personal Care,24.12,648,Winter,9.6,23.7,09-10-2024,13-09-2025
Red Bull Soft Drink 450g,Beverages,46.75,586,Autumn,2.9,10.4,08-08-2024,25-11-2024
Harpic Dishwash Liquid 500g,Household,25.22,824,Summer,16,2.5,26-08-2024,20-04-2025
Surf Excel Air Freshener 100g,Household,7.12,324,Monsoon,6.4,5.4,19-03-2025,13-03-2026
Vim Toilet Cleaner 450g,Household,44.71,693,Spring,6.9,19.5,14-08-2024,08-02-2025
Vim Toilet Cleaner 500g,Household,7.01,732,Monsoon,13.9,6.7,25-11-2024,16-05-2025
Britannia Namkeen 200g,Snacks,9.9,290,Spring,2.8,7.6,25-07-2024,05-04-2025
Surf Excel Detergent Powder 450g,Household,7.48,58,Monsoon,8.9,18.4,30-06-2024,27-01-2025
Vim Detergent Powder 200g,Household,27.78,386,Autumn,18.3,17,17-02-2025,13-06-2025
Paperboat Energy Drink 200g,Beverages,14.28,153,Summer,6.7,14.7,01-09-2024,28-04-2025
Harpic Toilet Cleaner 50g,Household,13.88,956,Summer,14,25.1,01-07-2024,16-11-2024
Himalaya Face Wash 500g,Personal Care,36.61,735,Monsoon,9.2,17.3,30-09-2024,09-08-2025
Lizol Dishwash Liquid 450g,Household,29.36,780,Spring,15.7,24.9,14-09-2024,23-02-2025
Colgate Toothpaste 350g,Personal Care,11.9,815,Spring,3.3,14.2,19-08-2024,13-07-2025
Britannia Namkeen 150g,Snacks,35.03,533,Spring,12.5,19.2,09-09-2024,14-07-2025
Patanjali Face Wash 350g,Personal Care,7.18,288,Spring,6.8,15.6,22-02-2025,26-08-2025
Dove Face Wash 250g,Personal Care,40.77,548,Spring,16.8,3.3,01-01-2025,18-04-2025
