Product_Name,Category,Profit_Per_Unit,Sales_Last_30_Days,Season_Used,Width_cm,Height_cm,Manufacturing_Date,Expiry_Date
Camlin Pencil 200g,Stationery,22.03,306,Spring,17.2,8.7,03-11-2024,10-08-2025
Surf Excel Floor Cleaner 750g,Household,44.88,333,Winter,19.5,23.3,16-06-2024,28-11-2024
Cello Pencil 150g,Stationery,30.36,682,Monsoon,14.7,18.2,02-12-2024,14-10-2025
ITC Cookies 200g,Snacks,47.13,730,Winter,13.5,29.1,27-11-2024,23-03-2025
Tata Tea Energy Drink 250g,Beverages,27.5,155,Winter,11.6,29.9,16-02-2025,05-10-2025
Parle Biscuits 300g,Snacks,22.7,602,Winter,17.7,28.7,12-05-2024,11-01-2025
Parle Cookies 400g,Snacks,46.2,743,Spring,11.8,18,03-07-2024,22-11-2024
Haldiram's Biscuits 150g,Snacks,16.72,120,Monsoon,15.5,8.9,26-10-2024,12-07-2025
Britannia Chocolate 200g,Snacks,27.12,855,Monsoon,6.8,24.8,18-03-2025,04-02-2026
Parle Cookies 50g,Snacks,22.99,379,Spring,4.7,1.6,21-09-2024,20-06-2025
Vim Dishwash Liquid 300g,Household,44.33,985,Summer,13,5.9,06-08-2024,26-02-2025
ITC Biscuits 200g,Snacks,13.07,997,Monsoon,16.3,25.7,21-05-2024,17-04-2025
Red Bull Soft Drink 400g,Beverages,21.66,237,Monsoon,6.5,20.1,19-01-2025,16-06-2025
Navneet Notebook 1kg,Stationery,14.59,966,Monsoon,7.3,23.2,25-03-2025,15-02-2026
ITC Biscuits 400g,Snacks,29.1,806,Winter,10,23.7,22-05-2024,28-09-2024
Cello Highlighter 400g,Stationery,49.76,263,Spring,9.4,16.6,11-10-2024,13-06-2025
Cello Notebook 150g,Stationery,21.87,615,Monsoon,17.1,15,23-10-2024,19-10-2025
Patanjali Face Wash 50g,Personal Care,24.56,391,Spring,19.7,18.6,16-12-2024,28-03-2025
Navneet Highlighter 400g,Stationery,5.9,557,Autumn,17.6,3,03-06-2024,07-04-2025
Vim Floor Cleaner 100g,Household,15.29,873,Spring,14,7.4,12-08-2024,13-05-2025
Vim Floor Cleaner 250g,Household,37.81,59,Winter,6.1,13.3,30-10-2024,20-09-2025
Parle Chocolate 1kg,Snacks,16.47,985,Monsoon,14.2,23.8,07-09-2024,31-08-2025
Camlin Pen 500g,Stationery,47.34,913,Monsoon,2.7,18.9,15-05-2024,25-01-2025
Colgate Soap 250g,Personal Care,25.89,609,Monsoon,15.9,3.9,09-12-2024,03-08-2025
Cello Highlighter 200g,Stationery,40.86,379,Monsoon,18,1.6,21-05-2024,30-08-2024
Parle Namkeen 750g,Snacks,27.85,42,Winter,18.3,7.3,18-07-2024,07-07-2025
Colgate Face Wash 400g,Personal Care,48.62,625,Monsoon,14.3,21.8,22-06-2024,16-03-2025
Patanjali Shampoo 300g,Personal Care,34.58,143,Spring,17.6,29,24-03-2025,15-11-2025
Mother Dairy Paneer 500g,Dairy,28.11,428,Monsoon,11.3,16.6,17-07-2024,14-02-2025
Surf Excel Air Freshener 400g,Household,28.61,14,Monsoon,11.8,25.1,11-08-2024,19-05-2025
Bru Juice 1kg,Beverages,36.38,522,Spring,7.5,15.3,22-12-2024,01-09-2025
Bru Tea 300g,Beverages,27.42,677,Autumn,13.6,29.5,23-09-2024,05-03-2025
Paperboat Energy Drink 150g,Beverages,33.31,862,Winter,11.2,11.7,16-10-2024,11-05-2025
Haldiram's Biscuits 1kg,Snacks,5.16,362,Summer,9.5,18.5,03-07-2024,05-01-2025
Mother Dairy Butter 200g,Dairy,15.05,35,Summer,17.5,24.3,15-11-2024,08-06-2025
ITC Cookies 250g,Snacks,38.92,10,Spring,6.8,5.9,03-11-2024,19-03-2025
Dove Soap 750g,Personal Care,31.96,833,Monsoon,8.7,20.2,02-04-2025,05-02-2026
Surf Excel Detergent Powder 50g,Household,46.04,341,Monsoon,3.7,11.1,31-07-2024,22-02-2025
Mother Dairy Butter 150g,Dairy,5.76,477,Spring,9.6,5.7,11-03-2025,04-03-2026
Colgate Soap 300g,Personal Care,27.47,427,Summer,19.3,24.6,08-09-2024,02-01-2025
Parle Cookies 100g,Snacks,24.23,551,Autumn,6.2,25.6,14-05-2024,05-05-2025
Vim Dishwash Liquid 400g,Household,22.36,14,Summer,5.3,1.7,28-07-2024,23-02-2025
Tata Tea Energy Drink 300g,Beverages,20.37,592,Summer,11.1,28.7,22-05-2024,25-04-2025
Red Bull Tea 50g,Beverages,21.15,531,Autumn,18.2,9.1,14-03-2025,19-07-2025
Vim Dishwash Liquid 100g,Household,12.82,949,Winter,11.6,11.1,25-06-2024,13-02-2025
Himalaya Shampoo 1kg,Personal Care,17.51,225,Monsoon,11.4,12.9,12-03-2025,14-12-2025
Classmate Highlighter 500g,Stationery,20.04,832,Monsoon,11.5,8.3,18-11-2024,15-09-2025
Navneet Pencil 1kg,Stationery,7.73,963,Autumn,14.2,28.2,26-11-2024,23-05-2025
Amul Yogurt 400g,Dairy,42.76,966,Spring,3.7,14.6,19-08-2024,18-05-2025
ITC Chocolate 250g,Snacks,37.14,226,Spring,7.9,21.6,30-05-2024,27-04-2025
ITC Cookies 750g,Snacks,27.81,559,Winter,5.9,19.6,25-09-2024,23-02-2025
ITC Chips 200g,Snacks,31.38,349,Autumn,13.4,18.3,21-12-2024,31-07-2025
Patanjali Face Wash 250g,Personal Care,24.57,555,Monsoon,10.3,27.8,08-07-2024,15-11-2024
ITC Namkeen 100g,Snacks,17.62,873,Winter,9.4,1.5,11-08-2024,26-07-2025
Harpic Floor Cleaner 750g,Household,33.67,578,Winter,8.7,29,28-07-2024,30-01-2025
Mother Dairy Butter 100g,Dairy,35.85,204,Summer,4.7,15.8,07-07-2024,12-02-2025
Tata Tea Soft Drink 250g,Beverages,43.31,27,Summer,3.6,4.4,04-12-2024,15-05-2025
Amul Milk 250g,Dairy,37.08,289,Spring,12.1,7,30-06-2024,26-02-2025
Paperboat Coffee 300g,Beverages,33.77,750,Monsoon,7,12.5,16-02-2025,16-01-2026
Mother Dairy Milk 400g,Dairy,25.87,163,Spring,9,10.7,11-01-2025,30-04-2025
Cello Pencil 200g,Stationery,46.87,331,Winter,16.6,18.5,07-11-2024,28-06-2025
Surf Excel Dishwash Liquid 1kg,Household,26.32,279,Autumn,4.4,22.9,21-03-2025,29-06-2025
Cello Notebook 400g,Stationery,27.4,302,Autumn,17.3,27.7,17-12-2024,28-08-2025
Harpic Dishwash Liquid 250g,Household,17.84,818,Winter,6.7,23.7,29-12-2024,03-07-2025
Navneet Marker 250g,Stationery,12.39,287,Autumn,13.5,12.6,22-10-2024,18-06-2025
Amul Milk 400g,Dairy,37.03,624,Spring,3.9,22.8,02-09-2024,14-12-2024
Mother Dairy Cheese 300g,Dairy,36.92,954,Monsoon,16,23.9,29-09-2024,21-05-2025
Cello Pen 150g,Stationery,24.08,331,Spring,17.6,19.7,20-01-2025,21-09-2025
Surf Excel Dishwash Liquid 100g,Household,35.68,874,Monsoon,12.3,2.5,19-08-2024,03-04-2025
Camlin Marker 750g,Stationery,27.9,192,Spring,7.1,17.9,25-09-2024,09-02-2025
Tata Tea Energy Drink 50g,Beverages,35.62,78,Winter,15.6,19,17-07-2024,14-11-2024
Bru Coffee 750g,Beverages,8.83,198,Autumn,4,1.8,11-02-2025,17-05-2025
Camlin Pen 1kg,Stationery,35.08,240,Autumn,8.5,17.1,30-09-2024,07-08-2025
Colgate Shampoo 400g,Personal Care,11.49,995,Winter,4.3,9.1,30-12-2024,16-11-2025
Cello Marker 100g,Stationery,27.82,858,Summer,17.2,1.2,12-07-2024,24-03-2025
Classmate Pen 200g,Stationery,20.96,924,Summer,9.5,4.6,18-09-2024,10-01-2025
Vim Floor Cleaner 400g,Household,38.86,945,Monsoon,10.6,26.1,18-05-2024,07-04-2025
Dove Body Lotion 200g,Personal Care,48.82,525,Spring,8.8,12.8,16-12-2024,02-06-2025
Colgate Shampoo 50g,Personal Care,29.81,210,Spring,3,14.7,30-10-2024,04-02-2025
Tata Tea Coffee 500g,Beverages,36,929,Spring,14.6,27.6,18-09-2024,01-04-2025
Harpic Dishwash Liquid 150g,Household,29.86,602,Winter,7.6,18.8,08-02-2025,11-08-2025
Mother Dairy Milk 500g,Dairy,31.98,650,Autumn,3.8,19.3,11-01-2025,30-12-2025
Bru Coffee 150g,Beverages,33.23,883,Summer,16.5,27.1,15-03-2025,25-12-2025
Colgate Body Lotion 50g,Personal Care,44.72,506,Winter,7.9,29.2,02-11-2024,04-05-2025
Amul Butter 300g,Dairy,31.69,226,Winter,12.2,28.2,02-08-2024,26-02-2025
Red Bull Tea 100g,Beverages,34.55,617,Summer,12,3.4,03-04-2025,23-03-2026
Patanjali Toothpaste 500g,Personal Care,13.4,381,Autumn,2.1,14.7,12-08-2024,19-01-2025
Navneet Highlighter 100g,Stationery,18.51,211,Monsoon,19.4,8.2,24-03-2025,26-07-2025
ITC Biscuits 100g,Snacks,30.72,352,Monsoon,9.8,6.5,15-11-2024,11-06-2025
Himalaya Toothpaste 200g,Personal Care,20,96,Spring,18.7,7.3,10-02-2025,19-10-2025
Dove Body Lotion 500g,Personal Care,25.77,253,Summer,7.4,28,15-01-2025,22-08-2025
Parle Namkeen 150g,Snacks,48.76,728,Summer,4.4,26,26-10-2024,24-04-2025
Bru Soft Drink 500g,Beverages,31.74,348,Winter,7.5,24.4,11-12-2024,20-11-2025
Tata Tea Coffee 1kg,Beverages,40.15,581,Autumn,5.6,17.5,10-12-2024,10-09-2025
Lizol Toilet Cleaner 150g,Household,26.69,14,Spring,15.9,12.9,02-08-2024,20-12-2024
Camlin Pencil 750g,Stationery,24.48,700,Summer,7.1,13.4,10-02-2025,27-09-2025
Harpic Floor Cleaner 200g,Household,42.73,287,Spring,5,16.9,23-03-2025,05-09-2025
Dove Soap 400g,Personal Care,31.32,262,Monsoon,3.4,18.7,30-09-2024,04-09-2025
Dove Toothpaste 150g,Personal Care,23.11,40,Summer,19.5,8.4,28-07-2024,16-04-2025
Red Bull Soft Drink 250g,Beverages,47.15,542,Monsoon,3.8,29.7,06-09-2024,21-05-2025
Harpic Toilet Cleaner 150g,Household,44.06,778,Summer,12.7,12.9,05-04-2025,08-02-2026
Surf Excel Air Freshener 50g,Household,14.69,147,Summer,14.2,22.3,07-09-2024,15-05-2025
Surf Excel Dishwash Liquid 750g,Household,13.89,77,Winter,8.8,11,24-01-2025,17-05-2025
Bru Juice 750g,Beverages,29.52,33,Monsoon,17.4,20.2,01-10-2024,30-08-2025
Lizol Dishwash Liquid 750g,Household,5.12,417,Monsoon,7.1,15.2,08-09-2024,31-12-2024
Amul Paneer 50g,Dairy,7.95,54,Spring,13.4,28.5,23-12-2024,15-06-2025
Classmate Highlighter 400g,Stationery,19.97,177,Autumn,9.3,4.9,26-10-2024,03-04-2025
Amul Cheese 100g,Dairy,10.78,888,Autumn,14.6,5,04-12-2024,03-05-2025
Himalaya Shampoo 150g,Personal Care,7.68,487,Autumn,6.4,3.1,25-11-2024,07-05-2025
Colgate Soap 200g,Personal Care,48.83,507,Spring,18.8,28.8,16-06-2024,30-10-2024
Navneet Notebook 50g,Stationery,29.77,541,Autumn,17.3,1,15-01-2025,16-11-2025
Amul Milk 200g,Dairy,49.31,758,Monsoon,14.6,8.7,25-11-2024,13-03-2025
Mother Dairy Milk 300g,Dairy,8.03,336,Spring,14.3,9,28-11-2024,27-07-2025
ITC Chips 100g,Snacks,43.22,986,Summer,11.7,21.6,07-12-2024,17-10-2025
Colgate Toothpaste 250g,Personal Care,35.7,931,Autumn,11.7,22.1,04-01-2025,11-06-2025
Bru Energy Drink 50g,Beverages,19.46,398,Autumn,11.9,7.9,10-12-2024,28-07-2025
Colgate Toothpaste 300g,Personal Care,36.95,124,Spring,11.8,5.1,12-03-2025,03-08-2025
Surf Excel Floor Cleaner 300g,Household,20.67,329,Winter,11.7,9,05-09-2024,08-12-2024
Amul Butter 100g,Dairy,29.87,100,Monsoon,5.3,27.2,09-10-2024,18-08-2025
Parle Namkeen 300g,Snacks,21.42,360,Summer,11.8,29.4,25-09-2024,23-01-2025
Patanjali Face Wash 150g,Personal Care,41.51,828,Monsoon,7,6.1,21-09-2024,30-05-2025
Classmate Pen 100g,Stationery,18.1,920,Winter,18.6,24.2,10-06-2024,17-09-2024
Camlin Pencil 400g,Stationery,39.42,162,Monsoon,18.7,13.3,22-03-2025,30-01-2026
Parle Namkeen 500g,Snacks,24.46,40,Monsoon,13.5,2.3,16-08-2024,02-02-2025
Himalaya Soap 100g,Personal Care,25.4,119,Monsoon,7.4,27.7,25-06-2024,20-11-2024
Colgate Body Lotion 400g,Personal Care,35.25,323,Monsoon,10.4,13.8,17-09-2024,26-02-2025
Camlin Pencil 300g,Stationery,18.36,402,Spring,13.7,19.8,11-08-2024,08-05-2025
Paperboat Juice 300g,Beverages,9.21,386,Winter,13.4,27.5,09-03-2025,19-08-2025
Vim Floor Cleaner 300g,Household,17.94,143,Summer,6,27.2,27-10-2024,08-07-2025
Mother Dairy Cheese 50g,Dairy,12.06,540,Autumn,14.8,23.4,29-06-2024,29-04-2025
ITC Biscuits 500g,Snacks,39.95,423,Monsoon,12.4,6,13-02-2025,17-09-2025
Navneet Highlighter 200g,Stationery,49.16,216,Autumn,13.8,22.4,10-01-2025,29-10-2025
Amul Cheese 750g,Dairy,18.31,769,Winter,7.6,26,24-03-2025,20-09-2025
Tata Tea Tea 750g,Beverages,29.84,706,Summer,7.4,21.5,27-03-2025,27-03-2026
Colgate Soap 150g,Personal Care,37.1,359,Spring,5,21.1,17-05-2024,05-05-2025
Himalaya Shampoo 300g,Personal Care,10.19,69,Monsoon,10.2,27.3,20-09-2024,16-03-2025
Bru Soft Drink 250g,Beverages,30.3,800,Monsoon,4.8,22.6,28-07-2024,07-01-2025
Patanjali Shampoo 100g,Personal Care,9.72,588,Spring,19.6,10.9,13-03-2025,14-02-2026
Dove Soap 100g,Personal Care,47.44,310,Winter,15,13.4,19-07-2024,11-12-2024
Dove Face Wash 150g,Personal Care,34.05,238,Summer,10.5,26.9,10-01-2025,13-04-2025
Camlin Pen 250g,Stationery,22.92,534,Autumn,12.1,1.2,02-08-2024,06-04-2025
Amul Butter 1kg,Dairy,47.88,859,Monsoon,19.1,20.4,12-10-2024,01-06-2025
Paperboat Soft Drink 750g,Beverages,40.72,222,Summer,7,5.5,08-06-2024,25-10-2024
Surf Excel Toilet Cleaner 250g,Household,19.39,284,Autumn,6.4,30,14-06-2024,14-11-2024
Patanjali Toothpaste 200g,Personal Care,11.46,909,Autumn,19.7,5.3,18-10-2024,21-04-2025
Vim Air Freshener 500g,Household,29.55,100,Autumn,4.7,23.1,15-07-2024,10-12-2024
Vim Toilet Cleaner 500g,Household,17.23,93,Summer,17.7,19,30-12-2024,14-11-2025
Britannia Namkeen 50g,Snacks,32.41,902,Summer,7.7,9.7,16-09-2024,29-04-2025
Vim Floor Cleaner 500g,Household,29.8,440,Autumn,14.5,1.1,18-05-2024,08-12-2024
Harpic Air Freshener 500g,Household,30.47,961,Autumn,12.6,6.3,13-08-2024,24-04-2025
Camlin Marker 50g,Stationery,17.62,197,Monsoon,2.4,23.2,24-01-2025,29-11-2025
Paperboat Juice 400g,Beverages,45.64,586,Winter,8.9,13.1,12-03-2025,11-07-2025
Dove Face Wash 200g,Personal Care,21.08,926,Winter,13.3,22.1,16-03-2025,03-01-2026
Amul Paneer 400g,Dairy,40.65,685,Monsoon,6,2,24-09-2024,02-09-2025
Dove Face Wash 400g,Personal Care,20.68,492,Summer,19.2,24.2,13-09-2024,02-05-2025
Amul Yogurt 300g,Dairy,17.76,709,Summer,6.6,27.5,25-09-2024,06-09-2025
Bru Energy Drink 200g,Beverages,45.98,203,Winter,8.6,2.8,08-04-2025,16-11-2025
Paperboat Tea 100g,Beverages,19.27,319,Spring,8.5,9.2,09-01-2025,10-07-2025
Navneet Pen 400g,Stationery,49.3,781,Summer,3.5,2.6,21-05-2024,18-11-2024
Lizol Detergent Powder 100g,Household,24.09,645,Winter,18.1,18.7,30-03-2025,03-01-2026
Haldiram's Chips 50g,Snacks,45.69,370,Summer,19.6,25.6,03-10-2024,23-05-2025
Bru Tea 750g,Beverages,42.68,348,Monsoon,15.6,9.5,09-10-2024,14-02-2025
Surf Excel Toilet Cleaner 750g,Household,45.35,929,Monsoon,19.5,24.8,22-07-2024,02-11-2024
Haldiram's Namkeen 300g,Snacks,9.68,156,Spring,16.8,25.9,28-12-2024,07-11-2025
Mother Dairy Cheese 150g,Dairy,47.08,928,Monsoon,2.2,15.6,18-02-2025,24-06-2025
Colgate Soap 1kg,Personal Care,38.31,119,Spring,9.3,15.8,04-06-2024,30-01-2025
Tata Tea Soft Drink 200g,Beverages,41.37,68,Winter,9.8,29.3,18-07-2024,06-11-2024
Red Bull Coffee 50g,Beverages,23.25,203,Spring,19.6,4.4,21-03-2025,25-07-2025
Surf Excel Toilet Cleaner 500g,Household,13.81,157,Spring,4.1,5,02-07-2024,30-10-2024
Dove Shampoo 50g,Personal Care,35.11,68,Summer,14.1,19,29-11-2024,12-08-2025
Classmate Pen 400g,Stationery,31.99,679,Winter,4.3,2.9,29-07-2024,15-02-2025
Haldiram's Chocolate 200g,Snacks,25.9,432,Autumn,3.7,28,31-10-2024,30-03-2025
Bru Soft Drink 300g,Beverages,6.38,26,Summer,2.1,5.4,26-08-2024,24-12-2024
Harpic Detergent Powder 150g,Household,30.82,209,Summer,4.4,26.7,02-01-2025,21-12-2025
Cello Pen 200g,Stationery,24.01,699,Monsoon,15.6,12.2,22-10-2024,08-05-2025
Red Bull Soft Drink 50g,Beverages,9.84,878,Autumn,18.6,29.3,04-10-2024,20-07-2025
Lizol Air Freshener 200g,Household,11.99,410,Spring,11.3,14,06-03-2025,10-02-2026
Himalaya Toothpaste 750g,Personal Care,30.37,380,Summer,10.2,21.7,02-09-2024,03-02-2025
Paperboat Energy Drink 50g,Beverages,35.87,887,Spring,9.8,8.7,30-09-2024,30-08-2025
Vim Floor Cleaner 1kg,Household,40.78,638,Winter,3.7,22.2,01-02-2025,02-11-2025
Harpic Detergent Powder 50g,Household,33.08,194,Spring,18.1,28.9,20-11-2024,16-05-2025
Lizol Dishwash Liquid 500g,Household,25.82,339,Autumn,5.6,5.2,30-09-2024,24-02-2025
Bru Coffee 200g,Beverages,41.96,127,Spring,4.9,4.4,08-12-2024,01-08-2025
Tata Tea Tea 250g,Beverages,20.75,566,Summer,9.8,20.9,26-09-2024,09-04-2025
Mother Dairy Yogurt 150g,Dairy,34.27,527,Summer,17.1,9.9,08-12-2024,20-11-2025
Bru Energy Drink 250g,Beverages,38.86,440,Spring,8.2,17,20-06-2024,16-06-2025
Cello Pencil 400g,Stationery,33.65,168,Autumn,12.3,1.1,14-03-2025,17-08-2025
Tata Tea Soft Drink 1kg,Beverages,5.81,35,Monsoon,12.4,9.7,20-03-2025,25-06-2025
Classmate Notebook 50g,Stationery,39.52,592,Spring,14.9,27.2,01-09-2024,08-06-2025
Colgate Face Wash 250g,Personal Care,28.11,815,Winter,5,4.7,14-05-2024,06-02-2025
Mother Dairy Cheese 500g,Dairy,48.6,56,Summer,19.9,17.4,05-07-2024,15-05-2025
Cello Marker 250g,Stationery,16.45,683,Spring,13.4,5.9,10-08-2024,28-12-2024
ITC Namkeen 50g,Snacks,31.37,641,Spring,9.7,24.2,22-01-2025,15-01-2026
Classmate Pen 250g,Stationery,19.79,941,Monsoon,17.4,17.4,21-12-2024,27-08-2025
Camlin Pen 750g,Stationery,39.58,523,Spring,3.1,6.2,25-02-2025,08-07-2025
Tata Tea Juice 1kg,Beverages,29.74,455,Summer,12.2,16.2,17-06-2024,31-12-2024
Himalaya Shampoo 500g,Personal Care,27.37,538,Spring,13.5,29,04-04-2025,19-01-2026
Tata Tea Juice 250g,Beverages,35.94,868,Winter,3.9,16.2,08-03-2025,09-09-2025
Patanjali Soap 400g,Personal Care,23.97,615,Spring,10.9,2.8,15-11-2024,22-07-2025
Red Bull Soft Drink 1kg,Beverages,34.2,287,Summer,18.2,27.9,09-09-2024,22-04-2025
Parle Chocolate 200g,Snacks,33.1,135,Winter,15.8,6.9,23-11-2024,22-04-2025
Haldiram's Chips 500g,Snacks,28.44,673,Spring,3.6,6.1,15-10-2024,18-09-2025
Bru Juice 150g,Beverages,18.78,341,Monsoon,8.5,8.5,22-05-2024,22-04-2025
Harpic Dishwash Liquid 200g,Household,16.08,234,Summer,18.3,13.8,19-03-2025,06-08-2025
Harpic Detergent Powder 500g,Household,16.46,413,Winter,11,24.3,04-09-2024,09-04-2025
Tata Tea Coffee 100g,Beverages,41.95,667,Summer,16.4,18.5,15-02-2025,18-09-2025
Cello Marker 300g,Stationery,9.86,297,Monsoon,14.4,27.3,10-11-2024,04-06-2025
Parle Namkeen 100g,Snacks,15,353,Monsoon,18.7,28.4,11-09-2024,02-02-2025
Dove Shampoo 250g,Personal Care,48.66,444,Monsoon,7.2,16.9,31-07-2024,29-04-2025
Himalaya Shampoo 200g,Personal Care,46.74,478,Summer,16.2,6.3,14-03-2025,25-09-2025
Parle Namkeen 50g,Snacks,15.16,986,Autumn,18,14.8,07-03-2025,23-02-2026
Harpic Detergent Powder 400g,Household,28.35,919,Autumn,4.2,20.3,18-10-2024,14-10-2025
Lizol Floor Cleaner 750g,Household,15.94,228,Autumn,14.3,4.2,15-06-2024,10-01-2025
Himalaya Body Lotion 300g,Personal Care,38.78,836,Monsoon,11.7,29.9,29-01-2025,24-10-2025
Paperboat Tea 250g,Beverages,14.01,769,Monsoon,17.8,25,03-11-2024,07-06-2025
Camlin Highlighter 400g,Stationery,39.24,852,Summer,16.1,4.6,11-07-2024,13-01-2025
Navneet Marker 1kg,Stationery,34.19,221,Summer,7.2,8.2,06-08-2024,15-11-2024
Bru Soft Drink 150g,Beverages,18.89,771,Autumn,7.5,20.8,16-03-2025,18-12-2025
Navneet Pencil 150g,Stationery,19.37,387,Summer,18,12.7,04-11-2024,02-10-2025
Mother Dairy Yogurt 50g,Dairy,24.5,875,Summer,19.9,19.4,22-01-2025,13-08-2025
Camlin Notebook 400g,Stationery,23.2,284,Winter,5.1,26.5,03-06-2024,01-09-2024
Colgate Face Wash 200g,Personal Care,45.24,793,Winter,17.4,26.7,26-12-2024,19-12-2025
Parle Biscuits 100g,Snacks,45.11,947,Spring,4.8,16.2,18-07-2024,25-10-2024
Parle Chips 750g,Snacks,44.1,122,Spring,17.1,12.8,31-07-2024,16-12-2024
Classmate Highlighter 250g,Stationery,31.65,215,Summer,14.1,9.3,15-11-2024,13-04-2025
Lizol Toilet Cleaner 500g,Household,44.07,46,Monsoon,5.5,5.6,12-08-2024,06-08-2025
Parle Biscuits 150g,Snacks,34.7,356,Autumn,2.6,19.5,03-04-2025,29-01-2026
Harpic Floor Cleaner 1kg,Household,33.83,550,Summer,4.3,1.1,04-02-2025,31-10-2025
Camlin Notebook 100g,Stationery,5.8,743,Monsoon,2.8,2.7,22-06-2024,26-12-2024
Patanjali Shampoo 250g,Personal Care,10.74,265,Monsoon,5.7,2.4,26-09-2024,08-04-2025
Haldiram's Cookies 300g,Snacks,44.04,947,Autumn,16.8,12.8,12-11-2024,28-05-2025
Colgate Shampoo 300g,Personal Care,29.74,517,Monsoon,2.7,15.2,20-07-2024,14-03-2025
Navneet Pen 1kg,Stationery,29.1,327,Monsoon,13.4,15.3,06-06-2024,09-01-2025
Classmate Pencil 500g,Stationery,47.94,803,Summer,6.6,8.1,02-01-2025,18-08-2025
Tata Tea Tea 400g,Beverages,31.53,467,Spring,14.9,3,25-12-2024,08-09-2025
Lizol Air Freshener 300g,Household,26.04,760,Monsoon,8.5,9.3,24-01-2025,30-10-2025
Paperboat Soft Drink 150g,Beverages,41.76,725,Monsoon,14.6,8.2,16-11-2024,07-10-2025
Dove Soap 250g,Personal Care,34.73,773,Winter,7.8,16.5,08-12-2024,29-10-2025
Tata Tea Tea 50g,Beverages,48.18,72,Monsoon,11.8,3.5,30-10-2024,08-09-2025
Himalaya Toothpaste 300g,Personal Care,41.76,696,Monsoon,8,19.2,24-09-2024,20-02-2025
Classmate Pencil 100g,Stationery,39.28,897,Summer,9,18.8,21-10-2024,26-05-2025
Patanjali Face Wash 1kg,Personal Care,5.73,79,Monsoon,16.7,29.5,18-10-2024,12-10-2025
Vim Detergent Powder 250g,Household,19.98,821,Winter,14.6,6.2,20-07-2024,18-07-2025
Britannia Chocolate 150g,Snacks,30.86,527,Spring,14.5,20.1,07-01-2025,16-07-2025
Classmate Marker 200g,Stationery,38.1,303,Winter,14.2,23.2,01-08-2024,17-06-2025
Colgate Shampoo 750g,Personal Care,32.92,806,Winter,4,19.7,07-08-2024,07-06-2025
Red Bull Juice 400g,Beverages,14.73,718,Summer,11.8,11,10-11-2024,28-06-2025
Red Bull Energy Drink 750g,Beverages,15.86,560,Summer,4.4,13.5,23-07-2024,06-12-2024
Britannia Biscuits 300g,Snacks,28.23,102,Summer,8.1,1.9,14-09-2024,11-05-2025
Paperboat Energy Drink 1kg,Beverages,45.61,162,Spring,14.5,19.1,05-10-2024,07-09-2025
Amul Paneer 500g,Dairy,33.99,684,Autumn,8.3,29,04-01-2025,29-12-2025
Red Bull Coffee 400g,Beverages,44.39,57,Summer,19.6,13.4,21-09-2024,24-08-2025
Cello Notebook 300g,Stationery,15.9,289,Winter,18.2,2.2,28-09-2024,15-01-2025
Colgate Toothpaste 1kg,Personal Care,10.77,270,Winter,17.3,7.5,22-07-2024,08-03-2025
Britannia Chips 150g,Snacks,16.98,870,Monsoon,17,24.5,29-10-2024,26-06-2025
Paperboat Tea 200g,Beverages,47.07,807,Autumn,12.5,19,10-08-2024,24-05-2025
Britannia Cookies 300g,Snacks,28.3,309,Winter,14.7,28.5,06-07-2024,30-10-2024
Patanjali Body Lotion 500g,Personal Care,10.87,279,Winter,16.9,26.3,28-05-2024,13-12-2024
Himalaya Soap 200g,Personal Care,48.04,709,Summer,6.4,17.4,10-09-2024,06-09-2025
Parle Namkeen 200g,Snacks,46.4,915,Monsoon,11.9,26.2,17-10-2024,27-09-2025
Colgate Body Lotion 100g,Personal Care,29.22,844,Autumn,10,8.1,22-08-2024,12-12-2024
Tata Tea Coffee 400g,Beverages,21.32,677,Winter,18.5,3.4,07-04-2025,18-02-2026
Harpic Dishwash Liquid 300g,Household,16.51,205,Spring,7.9,27.5,06-08-2024,17-05-2025
Camlin Marker 400g,Stationery,24.03,765,Spring,17.8,17.8,10-01-2025,24-06-2025
Tata Tea Juice 100g,Beverages,11.83,218,Summer,16.6,25.7,11-03-2025,15-11-2025
Haldiram's Namkeen 250g,Snacks,16.62,964,Summer,15.1,13.5,24-01-2025,09-08-2025
Dove Toothpaste 200g,Personal Care,21.94,143,Monsoon,18.6,16.9,23-01-2025,16-11-2025
Lizol Air Freshener 50g,Household,30.02,181,Winter,3.7,26.7,11-07-2024,18-03-2025
Lizol Air Freshener 250g,Household,34.53,400,Spring,12,16.8,07-08-2024,08-12-2024
Classmate Pen 300g,Stationery,25.16,37,Summer,19.1,20.4,15-03-2025,11-12-2025
Britannia Biscuits 1kg,Snacks,44.88,487,Summer,9.7,24.7,03-09-2024,16-01-2025
Classmate Notebook 150g,Stationery,19.86,649,Autumn,8,13.6,22-10-2024,18-09-2025
Haldiram's Biscuits 300g,Snacks,15.3,251,Spring,15.6,1.9,10-07-2024,16-12-2024
Vim Toilet Cleaner 1kg,Household,46.66,174,Monsoon,18.7,21.5,22-10-2024,17-04-2025
Haldiram's Chips 200g,Snacks,23.23,327,Autumn,7.9,27.9,23-03-2025,02-12-2025
Himalaya Body Lotion 50g,Personal Care,33.84,67,Winter,4.1,14.1,12-05-2024,23-03-2025
