Product_Name,Category,Profit_Per_Unit,Sales_Last_30_Days,Season_Used,Width_cm,Height_cm,Manufacturing_Date,Expiry_Date
Mother Dairy Cheese 1500g,Dairy,6.42,199,Spring,17.5,14.3,14-03-2025,09-10-2025
Lizol Dishwash Liquid 1250g,Household,42.81,684,Monsoon,8.6,23.4,30-09-2024,29-03-2025
Patanjali Face Wash 1300g,Personal Care,31.7,518,Spring,19.6,16.1,26-11-2024,03-03-2025
Dove Soap 450g,Personal Care,21.5,40,Autumn,3.6,29.8,01-03-2025,26-06-2025
Tata Tea Energy Drink 1450g,Beverages,7.71,870,Winter,13,2.5,02-10-2024,27-02-2025
Britannia Biscuits 1200g,Snacks,33.99,533,Winter,8.9,13.1,03-08-2024,27-11-2024
Harpic Air Freshener 100g,Household,9.24,324,Summer,11.5,17.7,02-09-2024,30-07-2025
Amul Milk 200g,Dairy,31.68,786,Autumn,18.8,27.5,03-10-2024,11-05-2025
Surf Excel Air Freshener 700g,Household,25.03,353,Winter,6,9.1,12-03-2025,19-07-2025
Himalaya Face Wash 1000g,Personal Care,17.98,76,Monsoon,2.8,18.4,15-03-2025,11-10-2025
ITC Chips 1000g,Snacks,34.43,959,Summer,16.2,8.8,29-03-2025,24-03-2026
Lizol Dishwash Liquid 50g,Household,34.46,802,Autumn,2.2,14.9,19-07-2024,15-01-2025
Mother Dairy Yogurt 400g,Dairy,19.13,109,Spring,13.2,7.1,15-11-2024,29-03-2025
Tata Tea Coffee 200g,Beverages,13.64,1000,Summer,10.3,7.1,07-04-2025,09-08-2025
Harpic Floor Cleaner 1200g,Household,13.22,861,Monsoon,11.5,20.4,19-03-2025,07-07-2025
Amul Butter 1200g,Dairy,16.41,391,Winter,14.6,21.8,10-02-2025,28-10-2025
ITC Chocolate 1400g,Snacks,25.08,923,Spring,8.3,20.1,20-11-2024,10-07-2025
Haldiram's Biscuits 700g,Snacks,35.82,900,Spring,11.8,29.1,31-10-2024,05-07-2025
Dove Toothpaste 200g,Personal Care,46.84,165,Spring,8.5,17.2,27-08-2024,27-08-2025
Haldiram's Biscuits 800g,Snacks,26.5,549,Autumn,6.1,13.3,27-10-2024,03-05-2025
Haldiram's Chips 1050g,Snacks,39.96,824,Summer,4.6,1.8,01-08-2024,15-07-2025
Harpic Floor Cleaner 200g,Household,13.17,288,Spring,2.3,24.4,12-01-2025,30-09-2025
Mother Dairy Yogurt 1300g,Dairy,47.23,120,Summer,8.6,14,30-12-2024,23-09-2025
Haldiram's Chips 1250g,Snacks,41.85,717,Autumn,13.7,20.7,20-01-2025,06-07-2025
Bru Coffee 550g,Beverages,19.47,502,Autumn,11.5,5.8,23-07-2024,08-12-2024
Mother Dairy Paneer 800g,Dairy,48.32,369,Spring,18.6,20.5,13-06-2024,03-06-2025
Dove Toothpaste 700g,Personal Care,36.6,650,Monsoon,9.8,5.8,01-09-2024,19-04-2025
Harpic Air Freshener 850g,Household,49.89,224,Winter,15.3,24.1,06-12-2024,20-11-2025
Mother Dairy Yogurt 950g,Dairy,11.81,113,Autumn,14.4,13.1,08-07-2024,28-05-2025
Vim Air Freshener 800g,Household,43.41,581,Winter,5.4,20.3,01-10-2024,26-06-2025
Lizol Detergent Powder 1250g,Household,34.72,950,Autumn,14.4,19.4,17-10-2024,19-07-2025
Parle Chips 550g,Snacks,6.06,562,Autumn,7.1,10.1,18-02-2025,07-07-2025
Patanjali Shampoo 1200g,Personal Care,43.25,185,Winter,9.4,25,22-08-2024,10-08-2025
Colgate Soap 1000g,Personal Care,7.26,654,Autumn,2.3,28.9,25-07-2024,06-02-2025
Vim Dishwash Liquid 850g,Household,27.08,765,Autumn,11.7,15.1,22-06-2024,04-05-2025
Britannia Chocolate 550g,Snacks,39.31,432,Autumn,3.9,13.5,02-01-2025,02-04-2025
Mother Dairy Paneer 1250g,Dairy,44.08,359,Monsoon,2.7,22.5,23-05-2024,19-09-2024
Tata Tea Coffee 1500g,Beverages,26.79,522,Spring,10.9,12.2,23-07-2024,11-05-2025
Dove Face Wash 700g,Personal Care,18.78,640,Spring,3.5,8,01-12-2024,25-03-2025
Britannia Biscuits 1250g,Snacks,7.57,558,Spring,6,24.9,16-05-2024,26-09-2024
Britannia Chips 250g,Snacks,6.45,902,Monsoon,3.7,18.3,24-01-2025,23-01-2026
Surf Excel Toilet Cleaner 1450g,Household,27.38,729,Spring,8.9,11.5,11-04-2025,05-12-2025
Dove Face Wash 1400g,Personal Care,30.07,905,Autumn,6.1,5.8,23-05-2024,16-05-2025
Amul Paneer 100g,Dairy,27.65,853,Winter,5.3,10.7,08-08-2024,11-11-2024
Bru Juice 250g,Beverages,40.39,621,Autumn,2.7,16.6,17-08-2024,24-05-2025
Himalaya Soap 250g,Personal Care,23.94,154,Summer,10.9,17.5,27-12-2024,11-12-2025
Bru Juice 1150g,Beverages,11.93,761,Summer,5.7,15.2,25-12-2024,07-10-2025
Red Bull Coffee 500g,Beverages,48.59,680,Winter,10.2,9.9,24-01-2025,17-08-2025
Paperboat Juice 1200g,Beverages,45.32,731,Monsoon,13.6,11,29-06-2024,09-10-2024
Vim Floor Cleaner 450g,Household,22.34,340,Winter,14.9,1.3,05-03-2025,12-12-2025
Britannia Chips 1300g,Snacks,40.6,768,Spring,19.6,12.7,09-04-2025,27-12-2025
Tata Tea Soft Drink 100g,Beverages,28.66,624,Summer,8.1,28.9,28-06-2024,22-12-2024
Bru Soft Drink 900g,Beverages,20.65,775,Autumn,12.9,1,04-06-2024,30-10-2024
Lizol Toilet Cleaner 200g,Household,10.88,982,Autumn,13,8.7,16-11-2024,12-04-2025
Dove Soap 750g,Personal Care,11.89,991,Winter,12.2,2,17-06-2024,10-11-2024
ITC Namkeen 900g,Snacks,17.76,421,Winter,2.2,27.6,08-07-2024,07-07-2025
Vim Dishwash Liquid 600g,Household,46.71,490,Summer,10.4,8.4,05-03-2025,26-02-2026
Himalaya Face Wash 100g,Personal Care,36.08,149,Monsoon,4.3,21,13-07-2024,05-11-2024
Red Bull Juice 300g,Beverages,20.52,984,Spring,13.8,1.9,02-09-2024,28-12-2024
Dove Shampoo 250g,Personal Care,35.79,202,Autumn,4.3,7.2,23-11-2024,31-05-2025
Haldiram's Chips 250g,Snacks,38.14,778,Spring,15.8,16.4,04-04-2025,19-07-2025
Amul Paneer 1500g,Dairy,16.2,500,Winter,3.6,15.4,29-01-2025,22-12-2025
ITC Cookies 1400g,Snacks,41.74,461,Monsoon,6.6,10.4,22-06-2024,31-05-2025
Patanjali Soap 300g,Personal Care,16.2,677,Spring,4.4,15.1,03-11-2024,06-04-2025
Himalaya Soap 1400g,Personal Care,42.92,173,Autumn,16.6,21.2,23-05-2024,05-04-2025
Tata Tea Energy Drink 1500g,Beverages,10.86,775,Autumn,9,16,13-11-2024,08-04-2025
ITC Biscuits 1450g,Snacks,27.44,100,Winter,15.6,3.1,06-03-2025,14-06-2025
Vim Detergent Powder 950g,Household,13.69,237,Spring,14.9,14.6,24-02-2025,10-09-2025
Paperboat Tea 1350g,Beverages,44.74,310,Spring,3.9,20,30-08-2024,03-12-2024
Vim Detergent Powder 50g,Household,18.66,740,Summer,4.8,12.8,28-07-2024,23-12-2024
Colgate Body Lotion 350g,Personal Care,38.54,337,Winter,5.3,19.1,16-05-2024,21-10-2024
ITC Cookies 1350g,Snacks,20.72,518,Autumn,19.8,8.5,30-10-2024,31-05-2025
Vim Air Freshener 1000g,Household,39.69,509,Autumn,4.2,19.9,17-01-2025,20-10-2025
Parle Biscuits 200g,Snacks,28.79,666,Winter,5.1,7.5,02-10-2024,11-05-2025
Lizol Floor Cleaner 1450g,Household,13.36,309,Summer,13,5.7,09-06-2024,15-03-2025
Red Bull Soft Drink 550g,Beverages,42.68,901,Spring,18.8,1.7,24-07-2024,05-02-2025
Surf Excel Floor Cleaner 1500g,Household,25.47,88,Monsoon,15.7,13.5,28-03-2025,09-01-2026
Patanjali Toothpaste 250g,Personal Care,23.67,723,Summer,14.4,3.1,16-09-2024,19-05-2025
Mother Dairy Cheese 1150g,Dairy,48.43,260,Winter,8.1,10.5,13-06-2024,21-02-2025
Amul Cheese 650g,Dairy,45.89,206,Spring,13.8,7.7,17-06-2024,29-04-2025
Surf Excel Air Freshener 150g,Household,27.87,312,Autumn,15.4,7.4,13-06-2024,02-10-2024
Patanjali Soap 900g,Personal Care,20.63,486,Winter,7.6,24.3,08-11-2024,07-10-2025
Amul Yogurt 900g,Dairy,49.96,780,Winter,19.5,21.3,08-06-2024,28-10-2024
ITC Cookies 500g,Snacks,11.98,521,Summer,12.2,9.4,21-12-2024,22-10-2025
Harpic Floor Cleaner 1150g,Household,27.61,324,Monsoon,7.7,4.1,23-08-2024,20-06-2025
Surf Excel Detergent Powder 150g,Household,25.68,671,Summer,18.4,6.4,08-07-2024,03-05-2025
Tata Tea Coffee 1300g,Beverages,6.24,883,Summer,10.2,15.3,23-03-2025,16-11-2025
Parle Namkeen 900g,Snacks,32.05,397,Spring,10.3,19.6,08-06-2024,29-01-2025
ITC Chips 300g,Snacks,24.69,790,Monsoon,11,8.1,06-11-2024,30-03-2025
Vim Toilet Cleaner 150g,Household,6.97,222,Monsoon,12.3,14.6,28-11-2024,14-03-2025
Dove Body Lotion 150g,Personal Care,45.43,906,Autumn,6.3,16.1,28-06-2024,02-12-2024
Himalaya Toothpaste 100g,Personal Care,27,391,Spring,9.4,4.2,22-08-2024,18-07-2025
Bru Juice 600g,Beverages,44.95,855,Spring,10.3,15,16-12-2024,22-11-2025
Vim Dishwash Liquid 650g,Household,49.93,811,Spring,19.9,24.7,29-11-2024,31-03-2025
Colgate Face Wash 350g,Personal Care,5.86,281,Autumn,12.8,6.2,01-11-2024,02-06-2025
Mother Dairy Cheese 50g,Dairy,47.23,259,Monsoon,16,5.7,18-12-2024,18-03-2025
Surf Excel Toilet Cleaner 400g,Household,20.17,452,Spring,10.2,8.4,09-07-2024,07-12-2024
Red Bull Energy Drink 150g,Beverages,43.08,771,Winter,4.9,17.5,10-02-2025,08-02-2026
Himalaya Toothpaste 650g,Personal Care,8.04,937,Autumn,15.2,16.1,03-06-2024,16-11-2024
Red Bull Energy Drink 700g,Beverages,36.05,296,Autumn,16.5,18.1,24-05-2024,19-02-2025
Harpic Air Freshener 50g,Household,8.37,522,Monsoon,12.2,18.2,15-10-2024,07-09-2025
Mother Dairy Milk 600g,Dairy,42.98,609,Summer,9.8,6.1,21-10-2024,14-02-2025
Tata Tea Juice 350g,Beverages,22.44,846,Summer,17.5,21.2,17-11-2024,25-04-2025
Harpic Dishwash Liquid 900g,Household,14.36,112,Autumn,8.1,5.8,27-09-2024,03-07-2025
ITC Biscuits 350g,Snacks,17.91,965,Winter,17.3,15.5,19-11-2024,18-10-2025
Patanjali Body Lotion 1450g,Personal Care,44.97,34,Winter,8.4,21,03-12-2024,02-09-2025
Patanjali Body Lotion 750g,Personal Care,10.08,944,Spring,11.6,23.8,15-01-2025,31-10-2025
ITC Chocolate 250g,Snacks,43.93,514,Autumn,3.4,1.2,11-10-2024,23-07-2025
Mother Dairy Butter 750g,Dairy,30.16,409,Summer,7,10.3,18-10-2024,25-03-2025
Tata Tea Juice 200g,Beverages,45.14,554,Spring,18.2,16,22-05-2024,01-12-2024
Haldiram's Cookies 1400g,Snacks,40.68,713,Spring,4.2,19.6,13-12-2024,20-06-2025
Amul Paneer 1100g,Dairy,12.15,93,Summer,4.5,26.7,07-02-2025,25-01-2026
Harpic Detergent Powder 900g,Household,36.74,508,Winter,12.6,8,25-06-2024,15-10-2024
Parle Cookies 1400g,Snacks,31.61,453,Winter,17.5,18.8,01-12-2024,18-06-2025
Vim Toilet Cleaner 100g,Household,22.04,878,Spring,4.6,14,15-10-2024,31-01-2025
Red Bull Coffee 1100g,Beverages,5.22,756,Monsoon,4.8,23.2,07-03-2025,13-06-2025
Vim Detergent Powder 1300g,Household,21.77,496,Winter,13.2,10,24-09-2024,17-06-2025
Britannia Chips 1100g,Snacks,40.68,89,Spring,8.2,5,06-01-2025,25-07-2025
Vim Floor Cleaner 350g,Household,23.76,746,Summer,15.3,7.6,02-12-2024,14-03-2025
ITC Namkeen 350g,Snacks,6.71,389,Winter,14.9,17.9,29-03-2025,09-08-2025
Himalaya Face Wash 1150g,Personal Care,37.77,504,Monsoon,19.8,28.5,27-07-2024,04-06-2025
Dove Shampoo 1000g,Personal Care,22.96,906,Monsoon,14.1,25,24-09-2024,15-03-2025
Britannia Chocolate 1050g,Snacks,34.12,224,Summer,2.9,7.8,22-07-2024,29-04-2025
Tata Tea Soft Drink 1000g,Beverages,13.51,693,Summer,17.5,3.5,28-03-2025,05-09-2025
Mother Dairy Yogurt 1050g,Dairy,35.06,256,Monsoon,18.1,16.5,12-10-2024,13-08-2025
Colgate Soap 100g,Personal Care,40.67,714,Spring,11.2,9.9,02-09-2024,15-07-2025
Patanjali Face Wash 600g,Personal Care,14.11,861,Winter,4.8,22.4,29-01-2025,20-06-2025
Haldiram's Chips 850g,Snacks,21.33,845,Summer,13.6,28.4,10-01-2025,13-09-2025
Tata Tea Tea 1350g,Beverages,41.61,863,Winter,13.3,15.6,25-11-2024,21-07-2025
Red Bull Soft Drink 1050g,Beverages,30.19,997,Winter,6.5,25.3,13-01-2025,09-08-2025
Surf Excel Toilet Cleaner 250g,Household,39.84,501,Summer,10.6,4.8,14-05-2024,22-09-2024
Patanjali Shampoo 350g,Personal Care,25.2,584,Monsoon,8,13.3,19-06-2024,08-04-2025
Bru Energy Drink 750g,Beverages,9.58,312,Spring,5.3,16.9,15-09-2024,11-07-2025
Dove Face Wash 1100g,Personal Care,13.6,690,Spring,17.8,4.1,06-08-2024,21-11-2024
Red Bull Juice 50g,Beverages,43.67,12,Summer,7.3,12.2,02-02-2025,18-12-2025
Dove Toothpaste 600g,Personal Care,35.53,176,Summer,9.7,23.8,17-01-2025,13-11-2025
Amul Cheese 1500g,Dairy,47.01,352,Spring,14.9,15.1,10-03-2025,23-11-2025
Amul Cheese 900g,Dairy,44.63,952,Summer,7.8,20.1,01-03-2025,07-10-2025
Red Bull Soft Drink 350g,Beverages,39.49,705,Winter,2.8,12.3,10-04-2025,24-09-2025
Amul Butter 400g,Dairy,40.16,385,Spring,5.2,2.9,04-02-2025,03-07-2025
Parle Chocolate 450g,Snacks,39.49,34,Autumn,12.9,28.8,26-08-2024,13-07-2025
Red Bull Juice 550g,Beverages,40.73,50,Winter,12.3,28.2,22-02-2025,28-05-2025
Patanjali Shampoo 600g,Personal Care,23.75,822,Winter,17.5,9,21-02-2025,30-09-2025
Red Bull Coffee 1300g,Beverages,40.09,93,Winter,18.3,15.3,08-03-2025,21-06-2025
Parle Chocolate 1000g,Snacks,28.36,699,Monsoon,2.6,17.4,02-01-2025,23-04-2025
Britannia Chips 800g,Snacks,16.69,135,Monsoon,12.1,3.5,19-06-2024,27-10-2024
Tata Tea Coffee 1100g,Beverages,8.5,15,Spring,6.9,26.7,23-08-2024,15-12-2024
Colgate Shampoo 1050g,Personal Care,29.24,763,Autumn,9.5,13.9,07-08-2024,29-06-2025
Dove Soap 650g,Personal Care,15.05,171,Summer,17.1,3.8,02-02-2025,08-06-2025
Lizol Air Freshener 1400g,Household,21.86,937,Monsoon,14.2,24.2,26-07-2024,18-01-2025
Amul Paneer 700g,Dairy,26.38,280,Monsoon,18.8,8.2,06-09-2024,13-01-2025
Paperboat Juice 300g,Beverages,48.83,152,Winter,17.5,28.8,22-02-2025,06-02-2026
Patanjali Shampoo 300g,Personal Care,30.21,609,Monsoon,11.2,18.1,21-10-2024,07-02-2025
Patanjali Toothpaste 800g,Personal Care,48.86,746,Winter,8.9,6.8,27-02-2025,14-06-2025
Britannia Chips 500g,Snacks,6.43,695,Winter,16.2,20.5,09-04-2025,04-11-2025
Colgate Soap 1200g,Personal Care,43.16,791,Spring,15.3,28.9,16-11-2024,10-07-2025
Mother Dairy Milk 1400g,Dairy,47.27,365,Autumn,9.4,10.3,01-06-2024,06-01-2025
Lizol Detergent Powder 1050g,Household,32.22,110,Autumn,11.7,2.2,14-09-2024,16-12-2024
Bru Soft Drink 1500g,Beverages,17.4,853,Winter,7.1,23.4,04-08-2024,25-12-2024
Himalaya Shampoo 1400g,Personal Care,21.45,277,Monsoon,6,10.1,30-01-2025,28-11-2025
Tata Tea Juice 1000g,Beverages,37.16,296,Spring,17.9,5.6,13-03-2025,06-10-2025
Himalaya Toothpaste 700g,Personal Care,48.29,886,Autumn,11.6,5.8,14-01-2025,07-11-2025
Surf Excel Detergent Powder 1000g,Household,11.76,171,Summer,7.6,2.1,31-05-2024,31-05-2025
Mother Dairy Cheese 1050g,Dairy,32.85,35,Summer,7,22.8,09-07-2024,22-06-2025
Surf Excel Floor Cleaner 50g,Household,18.41,960,Winter,17.8,8.9,22-09-2024,19-01-2025
ITC Chocolate 800g,Snacks,16.12,741,Spring,9.2,17.9,30-10-2024,09-02-2025
Paperboat Juice 850g,Beverages,30.43,173,Monsoon,18.6,24.9,05-08-2024,28-06-2025
Tata Tea Energy Drink 450g,Beverages,6.87,904,Winter,16.4,8,13-03-2025,02-09-2025
Harpic Detergent Powder 300g,Household,39.05,893,Monsoon,5.3,12.2,25-11-2024,20-07-2025
Himalaya Toothpaste 1250g,Personal Care,29.37,262,Spring,14.9,20.4,25-12-2024,31-07-2025
Harpic Floor Cleaner 550g,Household,15.93,149,Autumn,9.6,2.7,04-07-2024,13-03-2025
Mother Dairy Yogurt 750g,Dairy,36,89,Spring,12,14.5,11-08-2024,17-04-2025
Tata Tea Juice 1300g,Beverages,21.13,777,Winter,11.4,14.1,08-06-2024,22-03-2025
Lizol Toilet Cleaner 1400g,Household,32.63,76,Summer,5.8,3.8,09-10-2024,07-06-2025
Dove Soap 700g,Personal Care,45.49,712,Autumn,7.9,17.3,02-03-2025,30-10-2025
Himalaya Face Wash 850g,Personal Care,42.44,785,Spring,5.8,29.5,30-06-2024,03-01-2025
Colgate Body Lotion 950g,Personal Care,31.92,122,Winter,11.3,7.7,17-08-2024,09-12-2024
Paperboat Tea 1150g,Beverages,16.32,941,Winter,12.4,8.7,02-02-2025,08-12-2025
Paperboat Soft Drink 1400g,Beverages,41.54,328,Autumn,4.1,6.7,10-12-2024,02-12-2025
Lizol Toilet Cleaner 50g,Household,21.8,759,Autumn,12.6,20.9,12-07-2024,15-06-2025
Himalaya Soap 500g,Personal Care,6.27,591,Winter,7.2,29.1,26-07-2024,09-07-2025
Colgate Shampoo 600g,Personal Care,46.22,613,Monsoon,5.9,13.6,26-03-2025,11-01-2026
ITC Biscuits 1000g,Snacks,45.13,649,Summer,8,11.4,30-03-2025,16-08-2025
Colgate Soap 950g,Personal Care,19.63,633,Autumn,10.5,26.2,31-10-2024,25-02-2025
Tata Tea Soft Drink 1350g,Beverages,48.88,521,Winter,11.3,28.8,17-12-2024,02-12-2025
Himalaya Toothpaste 500g,Personal Care,33.46,748,Spring,11.7,23.4,14-09-2024,21-08-2025
Britannia Chips 1150g,Snacks,29.56,658,Spring,5.3,12.7,11-09-2024,07-06-2025
Lizol Detergent Powder 1100g,Household,40.68,460,Monsoon,15.8,14.6,15-03-2025,06-02-2026
Harpic Air Freshener 300g,Household,41.89,108,Spring,2.5,14.1,06-03-2025,19-02-2026
Bru Juice 350g,Beverages,43.27,907,Summer,10.8,23.7,23-01-2025,28-06-2025
Colgate Shampoo 450g,Personal Care,36.95,34,Spring,8,2.9,09-11-2024,04-09-2025
Bru Juice 150g,Beverages,7.29,908,Monsoon,12.4,1.1,12-12-2024,31-08-2025
Dove Soap 1050g,Personal Care,18.92,249,Winter,11.6,4.2,28-03-2025,26-10-2025
Bru Coffee 1050g,Beverages,30.76,671,Monsoon,16.6,12.3,10-10-2024,11-01-2025
Vim Toilet Cleaner 550g,Household,32.19,397,Monsoon,16.2,22,08-11-2024,29-04-2025
Colgate Body Lotion 600g,Personal Care,26.22,515,Winter,15,14,22-10-2024,05-08-2025
Bru Tea 400g,Beverages,48.41,367,Summer,19.5,11.3,25-10-2024,19-04-2025
Lizol Air Freshener 1100g,Household,41.93,20,Spring,15.5,29.9,20-11-2024,18-05-2025
Haldiram's Cookies 650g,Snacks,9.34,536,Monsoon,6.9,18.4,06-04-2025,21-12-2025
Parle Chips 1300g,Snacks,25.05,69,Winter,8.2,5.9,02-03-2025,28-10-2025
Amul Butter 550g,Dairy,26.25,295,Summer,4.3,19.2,29-05-2024,28-11-2024
Red Bull Coffee 450g,Beverages,7.03,326,Monsoon,7.5,3.4,26-11-2024,07-03-2025
Patanjali Soap 600g,Personal Care,47.3,777,Summer,11.7,20.9,23-07-2024,01-02-2025
Mother Dairy Paneer 400g,Dairy,25.15,371,Winter,14.8,22.4,26-03-2025,08-11-2025
Bru Juice 650g,Beverages,19.48,573,Monsoon,10.6,10.5,04-04-2025,20-01-2026
Harpic Detergent Powder 750g,Household,45.06,261,Autumn,4.5,7.8,16-05-2024,07-02-2025
Patanjali Toothpaste 750g,Personal Care,26.34,787,Monsoon,8.3,11.9,31-05-2024,18-09-2024
Paperboat Energy Drink 1300g,Beverages,33.5,891,Winter,4,18.4,03-12-2024,24-10-2025
Haldiram's Chips 1150g,Snacks,19.47,600,Winter,14,2.9,07-06-2024,16-01-2025
Dove Soap 950g,Personal Care,16.8,545,Winter,15,13.1,02-01-2025,07-09-2025
ITC Namkeen 700g,Snacks,44.74,855,Autumn,2.5,17.9,06-08-2024,14-12-2024
Paperboat Soft Drink 450g,Beverages,10.07,506,Spring,11.7,18.7,15-09-2024,04-02-2025
Amul Milk 600g,Dairy,46.31,217,Autumn,14.9,14.1,13-07-2024,15-12-2024
Parle Namkeen 1400g,Snacks,46.88,438,Monsoon,7.9,9.2,09-06-2024,16-01-2025
Lizol Floor Cleaner 1050g,Household,24.48,93,Monsoon,8,26.5,22-02-2025,10-08-2025
Red Bull Tea 400g,Beverages,27.53,308,Winter,5,7.9,23-08-2024,12-04-2025
Lizol Floor Cleaner 1000g,Household,24.34,707,Spring,6.3,10.8,27-12-2024,26-08-2025
Parle Cookies 550g,Snacks,18.48,114,Winter,15.3,26.1,13-02-2025,31-07-2025
Tata Tea Juice 250g,Beverages,29.03,174,Spring,3.5,23.1,30-07-2024,24-06-2025
Dove Toothpaste 1050g,Personal Care,5.26,419,Autumn,19.7,18.6,10-09-2024,08-02-2025
Colgate Toothpaste 500g,Personal Care,34.62,593,Spring,17.7,29.8,05-09-2024,07-02-2025
Mother Dairy Cheese 1400g,Dairy,42.8,739,Summer,5.1,6.3,13-10-2024,13-02-2025
Bru Juice 1200g,Beverages,38.87,96,Spring,4.3,3.2,13-10-2024,13-05-2025
Lizol Air Freshener 200g,Household,9.6,573,Spring,5.3,7,24-02-2025,02-11-2025
Amul Yogurt 1200g,Dairy,25.31,610,Spring,18.6,22,23-02-2025,16-08-2025
Bru Tea 1500g,Beverages,34.9,971,Winter,3.3,1.3,28-08-2024,17-03-2025
Harpic Detergent Powder 1150g,Household,7.11,441,Autumn,12.5,1.8,05-10-2024,09-08-2025
Dove Face Wash 1150g,Personal Care,14.26,818,Spring,16.1,9.7,31-12-2024,11-08-2025
Haldiram's Namkeen 1400g,Snacks,45.69,181,Winter,17.3,17,27-11-2024,29-06-2025
Patanjali Shampoo 1450g,Personal Care,12.37,799,Spring,17,15.4,24-11-2024,20-06-2025
Lizol Dishwash Liquid 1450g,Household,28.66,779,Autumn,4.1,8.5,05-01-2025,30-09-2025
Vim Floor Cleaner 650g,Household,26.09,211,Spring,17.1,27.5,17-11-2024,05-03-2025
Bru Juice 700g,Beverages,39.17,405,Autumn,2.6,18.5,22-06-2024,01-02-2025
Mother Dairy Paneer 1450g,Dairy,38.47,119,Autumn,10.7,25.8,20-02-2025,20-12-2025
Colgate Shampoo 1300g,Personal Care,22.83,12,Winter,19,21.8,17-07-2024,12-02-2025
Amul Cheese 1350g,Dairy,26.9,683,Monsoon,15.8,22.1,07-04-2025,26-03-2026
Paperboat Coffee 450g,Beverages,22.9,801,Winter,14.5,8.7,04-08-2024,03-05-2025
Patanjali Soap 1500g,Personal Care,45.67,915,Spring,14.1,7.6,12-05-2024,06-09-2024
Vim Air Freshener 1100g,Household,30.38,618,Winter,14,3.7,25-08-2024,25-03-2025
Amul Butter 650g,Dairy,49.34,199,Spring,18.9,9.8,21-03-2025,10-08-2025
Mother Dairy Cheese 400g,Dairy,37.53,911,Summer,6.4,10.8,19-12-2024,18-09-2025
Mother Dairy Butter 300g,Dairy,6.77,971,Winter,3.1,8.6,05-07-2024,06-12-2024
Red Bull Coffee 350g,Beverages,13.11,102,Winter,10.9,11.6,29-11-2024,16-03-2025
Paperboat Energy Drink 350g,Beverages,17.15,208,Autumn,9.9,10.8,25-12-2024,03-09-2025
ITC Biscuits 1100g,Snacks,36.4,650,Winter,11.5,9.7,06-09-2024,03-09-2025
Vim Detergent Powder 450g,Household,47.62,737,Spring,15,24.1,18-02-2025,09-10-2025
Paperboat Soft Drink 1000g,Beverages,19.01,492,Winter,12.3,29.4,09-12-2024,21-08-2025
Tata Tea Coffee 900g,Beverages,46.82,925,Summer,11.3,15.8,06-06-2024,03-04-2025
Dove Body Lotion 1100g,Personal Care,13.73,900,Monsoon,10,24,28-02-2025,23-09-2025
Red Bull Soft Drink 50g,Beverages,29.32,275,Spring,17.1,29.8,07-06-2024,24-03-2025
Colgate Shampoo 400g,Personal Care,27.88,40,Summer,4.4,9.5,12-09-2024,26-04-2025
Bru Soft Drink 200g,Beverages,48.33,268,Monsoon,10.5,21.4,12-03-2025,07-11-2025
Dove Shampoo 200g,Personal Care,17.66,361,Autumn,7.7,7.4,03-06-2024,17-05-2025
Bru Coffee 1200g,Beverages,11.48,946,Summer,16.3,6.3,17-08-2024,06-04-2025
Surf Excel Detergent Powder 1050g,Household,30.62,143,Summer,15.2,4.4,25-11-2024,04-09-2025
Red Bull Soft Drink 650g,Beverages,29.1,572,Monsoon,18,18.7,15-08-2024,09-01-2025
Paperboat Energy Drink 1100g,Beverages,10.11,717,Summer,4.8,13.5,16-01-2025,22-08-2025
Colgate Face Wash 1050g,Personal Care,45.25,976,Autumn,3.9,18.4,31-07-2024,28-06-2025
Lizol Detergent Powder 1500g,Household,18.63,490,Spring,7.8,4,05-04-2025,10-09-2025
Britannia Chocolate 1400g,Snacks,10.62,729,Winter,14.1,25.7,29-03-2025,14-10-2025
Tata Tea Juice 1100g,Beverages,24.14,718,Winter,18.4,26.1,07-09-2024,15-12-2024
Tata Tea Tea 1100g,Beverages,22.43,438,Spring,6.6,29.2,14-01-2025,25-10-2025
Paperboat Soft Drink 1450g,Beverages,13.58,842,Monsoon,13.6,28.4,25-11-2024,24-04-2025
Haldiram's Chocolate 1500g,Snacks,45.48,374,Spring,9.3,14.9,03-07-2024,15-02-2025
Amul Butter 450g,Dairy,16.28,745,Summer,4.8,10.4,26-11-2024,02-09-2025
Haldiram's Biscuits 1150g,Snacks,46.13,168,Summer,3.5,10.1,13-05-2024,09-01-2025
Paperboat Energy Drink 700g,Beverages,46.78,794,Summer,9,24.3,19-03-2025,18-11-2025
Surf Excel Toilet Cleaner 1150g,Household,5.64,206,Spring,18.4,12.2,29-09-2024,09-03-2025
Dove Shampoo 800g,Personal Care,33.64,199,Winter,6.9,3.7,21-03-2025,31-12-2025
Colgate Shampoo 1000g,Personal Care,42.7,631,Autumn,11.6,15.9,07-04-2025,22-08-2025
ITC Namkeen 850g,Snacks,21.41,98,Monsoon,15.7,19.1,08-10-2024,11-03-2025
Paperboat Energy Drink 650g,Beverages,38.17,144,Summer,9.3,1.8,28-11-2024,07-08-2025
Harpic Dishwash Liquid 650g,Household,9.07,10,Monsoon,5.4,24.9,29-07-2024,28-07-2025
Lizol Toilet Cleaner 450g,Household,34.36,511,Summer,18.2,18.9,08-09-2024,12-12-2024
